eu_pas_register_number,risk_management_plan,grouped_risk_management_plan,count,due_result_count,due_protocol_count,has_abstract_only_manual_count,has_abstract_manual_count,has_final_study_report_manual_count,has_result_manual_count,has_result_automatic_count,has_additional_protocol_manual_count,has_protocol_manual_count,has_protocol_automatic_count
7361,All,All,1,1,1,0,0,1,1,1,0,1,1
7375,All,All,1,0,1,0,0,0,0,0,0,0,0
7379,All,All,1,0,0,0,0,0,0,0,0,0,0
7389,All,All,1,1,1,0,1,1,1,1,0,1,1
7393,All,All,1,1,1,0,1,1,1,1,0,1,1
7424,All,All,1,1,1,0,0,0,0,0,0,0,0
7527,All,All,1,1,1,0,1,1,1,1,0,0,0
7534,All,All,1,1,1,1,1,0,1,1,0,0,0
7537,All,All,1,1,1,0,1,1,1,1,0,1,1
44548,All,All,1,1,1,0,1,1,1,1,0,1,1
7549,All,All,1,1,1,0,0,1,1,1,0,1,1
7574,All,All,1,1,1,1,1,0,1,1,0,1,1
7584,All,All,1,1,1,0,1,1,1,1,0,0,0
7588,All,All,1,1,1,0,1,1,1,1,0,0,0
7591,All,All,1,1,1,1,1,0,1,1,0,1,1
7619,All,All,1,1,1,1,1,0,1,1,0,0,0
7622,All,All,1,1,1,0,0,0,0,0,0,0,0
7626,All,All,1,1,1,0,0,0,0,0,0,0,0
7641,All,All,1,1,1,1,1,0,1,1,0,1,1
7645,All,All,1,0,1,0,0,0,0,0,0,0,0
28541,All,All,1,0,1,0,0,0,0,0,0,1,1
7678,All,All,1,1,1,0,0,0,0,0,0,1,1
7687,All,All,1,1,1,1,1,0,1,1,0,0,0
7690,All,All,1,0,1,0,0,0,0,0,0,0,0
7718,All,All,1,0,0,0,0,0,0,0,0,1,1
7727,All,All,1,1,1,0,0,0,0,0,0,0,0
7730,All,All,1,1,1,0,0,0,0,0,0,1,1
7744,All,All,1,0,1,0,0,0,0,0,0,0,0
7753,All,All,1,1,1,0,0,0,0,0,0,1,1
7761,All,All,1,1,1,0,1,1,1,1,0,1,1
7766,All,All,1,1,1,1,1,0,1,1,0,1,1
7795,All,All,1,1,1,0,1,1,1,1,0,1,1
7814,All,All,1,1,1,0,0,0,0,1,0,1,1
7828,All,All,1,1,1,0,1,1,1,1,0,1,1
7842,All,All,1,1,1,0,0,0,0,0,0,1,1
7857,All,All,1,1,1,0,0,0,0,0,0,1,1
7866,All,All,1,1,1,1,1,0,1,1,0,1,1
7870,All,All,1,1,1,1,1,0,1,1,0,0,0
7880,All,All,1,1,1,0,0,1,1,1,0,1,1
7892,All,All,1,0,0,0,0,0,0,0,0,0,0
7895,All,All,1,1,1,0,0,0,0,0,0,0,0
7901,All,All,1,0,1,0,0,0,0,0,0,0,0
7910,All,All,1,1,1,0,0,0,0,0,0,0,0
7924,All,All,1,1,1,0,1,1,1,1,0,0,0
7938,All,All,1,1,1,0,0,0,0,0,0,0,0
7944,All,All,1,1,1,0,0,0,0,0,0,0,0
7953,All,All,1,1,1,1,1,0,1,1,0,1,1
7969,All,All,1,1,1,0,0,0,0,0,0,0,0
7982,All,All,1,1,1,1,1,0,1,1,0,1,1
7986,All,All,1,1,1,1,1,0,1,1,0,1,1
7994,All,All,1,1,1,0,0,0,0,0,0,0,0
7998,All,All,1,1,1,1,1,0,1,1,0,1,1
8001,All,All,1,1,1,0,0,0,0,0,0,0,0
8019,All,All,1,1,1,0,0,0,0,0,0,1,1
8028,All,All,1,1,1,0,0,0,0,0,0,0,0
8040,All,All,1,1,1,0,0,0,0,0,0,0,0
8044,All,All,1,1,1,1,1,0,1,1,0,1,1
8054,All,All,1,1,1,1,1,0,1,1,0,1,1
8060,All,All,1,1,1,0,0,0,0,0,0,0,0
8063,All,All,1,1,1,0,0,0,0,0,0,0,0
8075,All,All,1,1,1,0,0,1,1,1,0,0,0
8086,All,All,1,1,1,1,1,0,1,1,0,0,0
8093,All,All,1,1,1,0,1,1,1,1,0,1,1
8097,All,All,1,1,1,0,1,1,1,1,0,1,1
8104,All,All,1,1,1,1,1,0,1,1,0,0,0
8116,All,All,1,1,1,0,1,1,1,1,0,0,0
8135,All,All,1,1,1,0,1,1,1,1,0,1,1
8202,All,All,1,1,1,0,1,1,1,1,1,1,1
8205,All,All,1,1,1,0,0,0,0,1,0,1,1
8231,All,All,1,0,1,0,0,0,0,0,0,0,0
8241,All,All,1,1,1,0,1,1,1,1,0,1,1
8260,All,All,1,1,1,0,1,1,1,1,0,1,1
8273,All,All,1,1,1,1,1,0,1,1,0,1,1
8295,All,All,1,1,1,0,1,1,1,1,0,1,1
8304,All,All,1,1,1,1,1,0,1,1,0,1,1
8342,All,All,1,1,1,0,1,1,1,1,0,1,1
8352,All,All,1,1,1,0,1,1,1,1,0,1,1
8375,All,All,1,1,1,0,1,1,1,1,0,1,1
8391,All,All,1,1,1,0,0,0,0,0,0,1,1
8398,All,All,1,0,1,0,0,0,0,0,0,0,0
8408,All,All,1,1,1,1,1,0,1,1,0,0,0
8419,All,All,1,0,0,0,0,0,0,0,0,0,0
8426,All,All,1,1,1,0,1,1,1,1,0,0,0
8429,All,All,1,0,0,0,0,0,0,0,0,0,0
8433,All,All,1,0,1,0,0,0,0,0,0,0,0
8441,All,All,1,1,1,0,1,1,1,1,0,1,1
8444,All,All,1,1,1,0,1,1,1,1,0,1,1
8455,All,All,1,1,1,0,0,0,0,0,0,0,0
8463,All,All,1,0,1,0,0,0,0,0,0,1,1
8472,All,All,1,1,1,0,0,0,0,0,0,0,0
8494,All,All,1,1,1,0,1,1,1,1,0,1,1
8502,All,All,1,1,1,1,1,0,1,1,0,0,0
8507,All,All,1,0,0,0,0,0,0,0,0,1,1
8517,All,All,1,1,1,0,1,1,1,1,0,0,0
8533,All,All,1,0,1,0,0,0,0,0,0,1,1
8540,All,All,1,1,1,0,1,1,1,1,0,0,0
8571,All,All,1,0,1,1,1,0,1,0,0,1,1
8598,All,All,1,1,1,1,1,0,1,1,0,1,1
8615,All,All,1,1,1,0,0,0,0,0,0,0,0
8618,All,All,1,1,1,0,0,0,0,0,0,0,0
8639,All,All,1,1,1,0,0,1,1,1,0,0,0
8658,All,All,1,1,1,0,0,0,0,0,0,0,0
8663,All,All,1,1,1,0,0,0,0,0,0,1,1
8687,All,All,1,1,1,0,1,1,1,1,0,1,1
8695,All,All,1,0,1,0,0,0,0,0,0,1,1
8702,All,All,1,0,0,0,0,0,0,0,0,0,0
8718,All,All,1,1,1,0,0,0,0,0,0,0,0
8734,All,All,1,1,1,1,1,0,1,1,0,0,0
8737,All,All,1,1,1,1,1,0,1,1,0,0,0
8740,All,All,1,1,1,0,0,0,0,0,0,0,0
8748,All,All,1,1,1,0,0,1,1,1,0,1,1
8797,All,All,1,0,0,0,0,0,0,0,0,0,0
8800,All,All,1,0,1,0,0,0,0,0,0,0,0
8816,All,All,1,1,1,0,1,1,1,1,0,1,1
8832,All,All,1,1,1,0,0,0,0,0,0,0,0
8840,All,All,1,1,1,0,0,0,0,0,0,0,0
8896,All,All,1,0,1,0,0,0,0,0,0,0,0
8976,All,All,1,0,1,0,0,0,0,0,0,0,0
9020,All,All,1,1,1,0,1,1,1,1,0,1,1
9050,All,All,1,0,0,0,0,0,0,0,0,1,1
9053,All,All,1,0,1,0,0,0,0,0,0,0,0
9073,All,All,1,0,0,0,0,0,0,0,0,0,0
9076,All,All,1,1,1,0,1,1,1,1,0,1,1
9097,All,All,1,1,1,1,1,0,1,1,0,1,1
9105,All,All,1,0,1,0,0,0,0,0,0,0,0
9111,All,All,1,1,1,0,1,1,1,1,0,0,0
9142,All,All,1,1,1,0,1,1,1,1,0,1,1
9151,All,All,1,1,1,0,1,1,1,1,0,1,1
9159,All,All,1,1,1,0,0,0,0,0,0,0,0
9181,All,All,1,1,1,0,0,0,0,0,0,1,1
9194,All,All,1,1,1,1,1,0,1,1,0,1,1
9200,All,All,1,1,1,1,1,0,1,1,0,1,1
9209,All,All,1,1,1,1,1,0,1,1,0,1,1
9215,All,All,1,1,1,1,1,0,1,1,0,1,1
9318,All,All,1,1,1,0,1,1,1,1,0,1,1
9336,All,All,1,1,1,1,1,0,1,1,0,1,1
9339,All,All,1,1,1,0,0,0,0,0,0,0,0
9358,All,All,1,1,1,0,0,0,0,0,0,0,0
9364,All,All,1,0,1,0,0,0,0,0,0,0,0
9374,All,All,1,0,1,0,0,0,0,0,0,1,1
9400,All,All,1,1,1,0,1,1,1,1,0,1,1
9449,All,All,1,1,1,0,0,1,1,1,0,1,1
9462,All,All,1,1,1,0,0,1,1,1,0,1,1
9491,All,All,1,0,1,0,0,0,0,0,0,1,1
9507,All,All,1,1,1,1,1,0,1,1,0,0,0
9553,All,All,1,1,1,0,0,0,0,0,0,1,1
9564,All,All,1,1,1,1,1,0,1,1,0,1,1
9592,All,All,1,1,1,1,1,0,1,1,0,1,1
9651,All,All,1,1,1,0,0,0,0,0,0,1,1
9669,All,All,1,0,0,0,0,0,0,0,0,1,1
9678,All,All,1,1,1,1,1,0,1,1,0,0,0
9708,All,All,1,1,1,0,1,1,1,1,0,1,1
9771,All,All,1,0,1,0,0,0,0,0,0,0,0
9786,All,All,1,1,1,0,0,0,0,0,0,1,1
9802,All,All,1,1,1,0,0,0,0,0,0,1,1
9814,All,All,1,0,0,0,0,0,0,0,0,0,0
9827,All,All,1,0,0,0,0,0,0,0,0,0,0
9834,All,All,1,0,1,0,0,0,0,0,0,1,1
9847,All,All,1,1,1,1,1,0,1,1,0,1,1
9868,All,All,1,1,1,0,1,1,1,1,0,1,1
9914,All,All,1,1,1,0,0,0,0,0,0,0,0
9917,All,All,1,0,1,0,0,0,0,0,0,1,1
9924,All,All,1,1,1,0,1,1,1,1,0,1,1
9938,All,All,1,1,1,0,0,0,0,0,0,1,1
9949,All,All,1,1,1,0,0,0,0,0,0,1,1
9983,All,All,1,0,1,0,0,0,0,0,0,0,0
9991,All,All,1,1,1,0,1,1,1,1,0,1,1
9998,All,All,1,1,1,1,1,0,1,1,0,0,0
10001,All,All,1,1,1,1,1,0,1,1,0,1,1
10029,All,All,1,1,1,0,0,0,0,0,0,0,0
10039,All,All,1,1,1,0,0,0,0,0,0,0,0
10043,All,All,1,0,1,0,0,0,0,0,0,0,0
10046,All,All,1,1,1,0,0,0,0,0,0,0,0
10089,All,All,1,1,1,0,0,0,0,0,0,0,0
10093,All,All,1,1,1,0,1,1,1,1,0,1,1
10122,All,All,1,1,1,1,1,0,1,1,0,0,0
10129,All,All,1,1,1,0,0,0,0,0,0,0,0
10165,All,All,1,0,0,0,0,0,0,0,0,1,1
10201,All,All,1,1,1,1,1,0,1,1,0,1,1
10224,All,All,1,1,1,0,1,1,1,1,0,1,1
10229,All,All,1,0,1,0,0,0,0,0,0,1,1
10239,All,All,1,1,1,1,1,0,1,1,0,0,0
10249,All,All,1,1,1,0,1,1,1,1,0,1,1
10254,All,All,1,1,1,0,0,0,0,0,0,1,1
10298,All,All,1,1,1,1,1,0,1,1,0,1,1
10301,All,All,1,1,1,1,1,0,1,1,0,1,1
10335,All,All,1,1,1,0,1,1,1,1,0,1,1
10344,All,All,1,0,1,0,0,0,0,0,0,0,0
10350,All,All,1,1,1,0,0,0,0,0,0,1,1
10376,All,All,1,1,1,0,0,0,0,1,0,1,1
10391,All,All,1,1,1,1,1,0,1,1,0,1,1
10394,All,All,1,1,1,0,0,0,0,0,0,0,0
10416,All,All,1,1,1,0,0,0,0,0,0,1,1
10443,All,All,1,1,1,0,0,0,0,0,0,0,0
10446,All,All,1,1,1,1,1,0,1,1,0,1,1
10457,All,All,1,1,1,0,0,0,0,0,0,0,0
10464,All,All,1,1,1,1,1,0,1,1,0,1,1
10483,All,All,1,1,1,0,0,0,0,0,0,1,1
10493,All,All,1,1,1,0,0,0,0,0,0,0,0
10513,All,All,1,1,1,1,1,0,1,1,0,1,1
10526,All,All,1,1,1,1,1,0,1,1,0,1,1
10541,All,All,1,0,1,0,0,0,0,0,0,1,1
10559,All,All,1,1,1,0,0,0,0,0,0,1,1
10565,All,All,1,1,1,1,1,0,1,1,0,1,1
10618,All,All,1,1,1,0,1,1,1,1,0,1,1
10632,All,All,1,1,1,0,1,1,1,1,0,1,1
10649,All,All,1,1,1,0,1,1,1,1,0,1,1
10679,All,All,1,1,1,0,0,0,0,0,0,1,1
10684,All,All,1,0,1,0,0,0,0,0,0,1,1
10688,All,All,1,1,1,0,1,1,1,1,0,1,1
10691,All,All,1,1,1,0,0,0,0,0,0,0,0
10694,All,All,1,0,1,0,0,0,0,0,0,0,0
10726,All,All,1,1,1,0,0,0,0,0,0,0,0
10738,All,All,1,0,1,0,0,0,0,0,0,1,1
10753,All,All,1,1,1,0,0,0,0,0,0,0,0
10837,All,All,1,1,1,0,1,1,1,1,0,1,1
10888,All,All,1,0,0,0,0,0,0,0,0,0,0
10891,All,All,1,0,1,0,0,0,0,0,0,0,0
10902,All,All,1,1,1,0,0,0,0,1,0,1,1
10911,All,All,1,1,1,0,0,1,1,1,0,1,1
10923,All,All,1,1,1,0,0,0,0,0,0,1,1
10945,All,All,1,0,1,0,0,0,0,0,0,0,0
10954,All,All,1,0,1,0,0,0,0,0,0,1,1
11010,All,All,1,1,1,0,1,1,1,1,0,1,1
11035,All,All,1,1,1,1,1,0,1,1,0,0,0
11039,All,All,1,1,1,0,0,0,0,0,0,0,0
11048,All,All,1,1,1,0,0,0,0,0,0,0,0
11057,All,All,1,0,1,0,0,0,0,0,0,0,0
11074,All,All,1,1,1,1,1,0,1,1,0,1,1
11131,All,All,1,1,1,0,1,1,1,1,0,0,0
11157,All,All,1,1,1,0,0,0,0,1,0,1,1
11186,All,All,1,1,1,1,1,0,1,1,0,0,0
11209,All,All,1,1,1,1,1,0,1,1,0,0,0
11221,All,All,1,1,1,0,1,1,1,1,0,1,1
11234,All,All,1,0,1,0,0,0,0,0,0,0,0
11237,All,All,1,1,1,0,0,0,0,0,0,0,0
23334,All,All,1,0,1,0,0,0,0,0,0,1,1
11313,All,All,1,1,1,0,0,0,0,1,0,1,1
11321,All,All,1,1,1,1,1,0,1,1,0,0,0
11327,All,All,1,0,0,0,0,0,0,0,0,0,0
11368,All,All,1,0,1,0,0,0,0,0,0,1,1
11379,All,All,1,1,1,1,1,0,1,1,0,0,0
11387,All,All,1,1,1,0,0,0,0,0,0,0,0
11397,All,All,1,1,1,0,0,1,1,1,0,1,1
11405,All,All,1,1,1,0,1,1,1,1,0,1,1
11410,All,All,1,1,1,0,0,0,0,0,0,1,1
11414,All,All,1,1,1,1,1,0,1,1,0,1,1
11465,All,All,1,0,1,0,0,0,0,0,0,0,0
11475,All,All,1,0,0,0,0,0,0,0,0,0,0
11481,All,All,1,0,0,0,0,0,0,0,0,0,0
11484,All,All,1,1,1,0,1,1,1,1,0,1,1
11502,All,All,1,1,1,1,1,0,1,1,0,0,0
11512,All,All,1,1,1,0,0,0,0,0,0,0,0
11521,All,All,1,1,1,0,0,0,0,0,0,0,0
11551,All,All,1,1,1,0,0,0,0,0,0,1,1
11599,All,All,1,1,1,0,1,1,1,1,0,1,1
11604,All,All,1,1,1,0,0,1,1,1,0,1,1
11628,All,All,1,0,0,0,0,0,0,0,0,0,0
11634,All,All,1,1,1,1,1,0,1,1,0,1,1
11644,All,All,1,0,0,0,0,0,0,0,0,0,0
11647,All,All,1,1,1,1,1,0,1,1,0,1,1
11650,All,All,1,1,1,1,1,0,1,1,0,1,1
11656,All,All,1,1,1,0,0,0,0,0,0,1,1
11662,All,All,1,1,1,1,1,0,1,1,0,1,1
11672,All,All,1,1,1,0,0,0,0,0,0,1,1
11681,All,All,1,0,1,0,0,0,0,0,0,0,0
11684,All,All,1,1,1,1,1,0,1,1,0,1,1
11707,All,All,1,1,1,0,1,1,1,1,0,1,1
11712,All,All,1,1,1,0,1,1,1,1,0,1,1
11728,All,All,1,1,1,0,1,1,1,1,0,1,1
11750,All,All,1,1,1,1,1,0,1,1,0,0,0
11788,All,All,1,0,1,0,0,0,0,0,0,0,0
11799,All,All,1,1,1,0,0,0,0,0,0,1,1
11845,All,All,1,1,1,0,1,1,1,1,0,1,1
11854,All,All,1,1,1,0,0,0,0,0,0,0,0
11867,All,All,1,0,1,0,0,0,0,0,0,1,1
11885,All,All,1,1,1,0,0,0,0,0,0,0,0
11891,All,All,1,1,1,1,1,0,1,1,0,0,0
11897,All,All,1,0,0,0,0,0,0,0,0,1,1
11924,All,All,1,0,1,0,0,0,0,0,0,0,0
11957,All,All,1,1,1,1,1,0,1,1,0,1,1
11977,All,All,1,1,1,0,0,0,0,0,0,0,0
12030,All,All,1,1,1,0,0,0,0,0,0,0,0
12041,All,All,1,0,0,0,0,0,0,0,0,0,0
12083,All,All,1,1,1,0,0,0,0,1,0,1,1
12086,All,All,1,1,1,0,0,0,0,0,0,1,1
12110,All,All,1,1,1,1,1,0,1,1,0,1,1
12113,All,All,1,1,1,1,1,0,1,1,0,1,1
12116,All,All,1,0,1,0,0,0,0,0,1,1,1
12132,All,All,1,1,1,0,0,0,0,0,0,1,1
12145,All,All,1,1,1,0,0,0,0,0,0,0,0
12174,All,All,1,1,1,0,0,0,0,0,0,0,0
12183,All,All,1,1,1,0,0,1,1,1,0,1,1
12236,All,All,1,1,1,0,0,0,0,0,0,0,0
12247,All,All,1,1,1,0,0,0,0,0,0,0,0
12275,All,All,1,1,1,0,0,0,0,0,0,1,1
12279,All,All,1,1,1,0,1,1,1,1,0,1,1
12292,All,All,1,0,1,0,0,0,0,0,0,0,0
12321,All,All,1,0,0,0,0,0,0,0,0,1,1
12360,All,All,1,1,1,1,1,0,1,1,0,0,0
12387,All,All,1,1,1,0,1,1,1,1,0,1,1
12410,All,All,1,1,1,0,0,1,1,1,0,1,1
12436,All,All,1,1,1,0,0,0,0,0,0,1,1
12456,All,All,1,1,1,1,1,0,1,1,0,1,1
12518,All,All,1,1,1,0,1,1,1,1,0,1,1
12537,All,All,1,1,1,0,0,0,0,0,0,0,0
12560,All,All,1,1,1,0,0,0,0,0,0,0,0
12592,All,All,1,1,1,0,1,1,1,1,0,1,1
12595,All,All,1,0,1,0,0,0,0,0,0,1,1
12598,All,All,1,1,1,1,1,0,1,1,0,1,1
12608,All,All,1,1,1,0,1,1,1,1,0,1,1
12624,All,All,1,1,1,0,0,1,1,1,0,1,1
12631,All,All,1,1,1,0,1,1,1,1,0,1,1
12665,All,All,1,1,1,1,1,0,1,1,0,1,1
12694,All,All,1,1,1,0,1,1,1,1,0,1,1
12697,All,All,1,0,1,0,0,0,0,0,0,1,1
12703,All,All,1,1,1,0,1,1,1,1,0,1,1
12709,All,All,1,1,1,0,0,0,0,0,0,0,0
12725,All,All,1,1,1,1,1,0,1,1,0,1,1
12733,All,All,1,0,1,0,0,0,0,0,0,1,1
12750,All,All,1,1,1,0,0,0,0,0,0,0,0
12762,All,All,1,1,1,0,0,0,0,0,0,1,1
12771,All,All,1,1,1,0,0,0,0,0,0,0,0
12795,All,All,1,0,1,0,0,0,0,0,0,0,0
12839,All,All,1,1,1,1,1,0,1,1,0,1,1
12848,All,All,1,0,1,0,0,0,0,0,0,0,0
12864,All,All,1,0,1,0,0,0,0,0,0,0,0
12872,All,All,1,1,1,0,0,0,0,0,0,0,0
12875,All,All,1,1,1,1,1,0,1,1,0,0,0
12878,All,All,1,0,1,0,0,0,0,0,0,0,0
12881,All,All,1,1,1,0,0,0,0,0,0,0,0
12884,All,All,1,1,1,0,0,0,0,0,0,0,0
12887,All,All,1,1,1,0,0,0,0,0,0,0,0
12897,All,All,1,1,1,1,1,0,1,1,0,1,1
12954,All,All,1,0,1,0,0,0,0,0,0,0,0
12963,All,All,1,1,1,0,1,1,1,1,0,1,1
12984,All,All,1,0,1,0,0,0,0,0,0,0,0
12987,All,All,1,1,1,0,0,0,0,0,0,0,0
13017,All,All,1,1,1,0,0,0,0,0,0,0,0
13031,All,All,1,1,1,1,1,0,1,1,0,1,1
13034,All,All,1,1,1,0,0,0,0,0,0,0,0
13040,All,All,1,0,1,0,0,0,0,0,0,0,0
13051,All,All,1,1,1,1,1,0,1,1,0,1,1
13054,All,All,1,1,1,1,1,0,1,1,0,1,1
13060,All,All,1,1,1,0,0,0,0,0,0,0,0
13107,All,All,1,1,1,0,0,0,0,0,0,0,0
13117,All,All,1,1,1,0,1,1,1,1,0,0,0
13134,All,All,1,1,1,1,1,0,1,1,0,1,1
13151,All,All,1,1,1,0,1,1,1,1,0,1,1
13167,All,All,1,0,1,0,0,0,0,0,0,1,1
13180,All,All,1,1,1,0,0,1,1,1,0,1,1
13185,All,All,1,0,0,0,0,0,0,0,0,1,1
13194,All,All,1,0,1,0,0,0,0,0,0,1,1
2566,All,All,1,1,1,0,0,0,0,0,0,1,1
13205,All,All,1,1,1,0,0,0,0,0,0,1,1
13218,All,All,1,1,1,0,0,0,0,0,0,1,1
38305,All,All,1,1,1,0,1,1,1,1,0,1,1
13238,All,All,1,1,1,0,1,1,1,1,0,1,1
13266,All,All,1,1,1,0,1,1,1,1,0,0,0
13269,All,All,1,1,1,1,1,0,1,1,0,1,1
13279,All,All,1,0,0,0,0,0,0,0,0,1,1
13328,All,All,1,1,1,1,1,0,1,1,0,1,1
13332,All,All,1,1,1,0,1,1,1,1,0,1,1
13350,All,All,1,0,0,0,0,0,0,0,0,0,0
13366,All,All,1,1,1,0,0,0,0,0,0,0,0
13390,All,All,1,1,1,1,1,0,1,1,0,1,1
13406,All,All,1,1,1,0,1,1,1,1,0,1,1
13413,All,All,1,1,1,1,1,0,1,1,1,1,1
13422,All,All,1,1,1,0,1,1,1,1,0,1,1
13431,All,All,1,1,1,0,1,1,1,1,0,1,1
3357,All,All,1,0,0,0,0,0,0,0,0,0,0
13462,All,All,1,1,1,0,0,0,0,0,0,0,0
13470,All,All,1,1,1,1,1,0,1,1,0,1,1
13473,All,All,1,1,1,0,1,1,1,1,0,1,1
13490,All,All,1,1,1,1,1,0,1,1,0,0,0
13518,All,All,1,1,1,1,1,0,1,1,0,1,1
13579,All,All,1,1,1,0,0,0,0,0,0,0,0
13582,All,All,1,0,1,0,0,0,0,0,0,0,0
13586,All,All,1,1,1,0,1,1,1,1,0,1,1
13602,All,All,1,1,1,0,1,1,1,1,0,1,1
13605,All,All,1,0,1,0,0,0,0,0,0,0,0
13634,All,All,1,1,1,0,0,0,0,0,0,0,0
13672,All,All,1,1,1,1,1,0,1,1,0,0,0
13676,All,All,1,0,1,0,0,0,0,0,0,1,1
13721,All,All,1,1,1,0,0,0,0,0,0,0,0
13728,All,All,1,1,1,0,1,1,1,1,0,1,1
13745,All,All,1,1,1,0,1,1,1,1,0,1,1
13754,All,All,1,1,1,1,1,0,1,1,0,0,0
13766,All,All,1,1,1,1,1,0,1,1,0,1,1
13772,All,All,1,0,1,0,0,0,0,0,0,1,1
13779,All,All,1,1,1,1,1,0,1,1,0,1,1
13783,All,All,1,1,1,0,1,1,1,1,0,1,1
13794,All,All,1,1,1,1,1,0,1,1,0,1,1
13809,All,All,1,0,1,0,0,0,0,0,0,0,0
13832,All,All,1,1,1,1,1,0,1,1,0,1,1
13835,All,All,1,1,1,1,1,0,1,1,0,1,1
13840,All,All,1,0,1,0,0,0,0,0,0,1,1
13849,All,All,1,1,1,1,1,0,1,1,0,1,1
13869,All,All,1,1,1,0,0,1,1,1,0,1,1
13904,All,All,1,0,1,0,0,0,0,0,0,1,1
13908,All,All,1,1,1,1,1,0,1,1,0,1,1
13956,All,All,1,1,1,0,1,1,1,1,0,1,1
13959,All,All,1,1,1,0,0,0,0,0,0,0,0
13969,All,All,1,0,1,0,0,0,0,0,0,0,0
13978,All,All,1,1,1,1,1,0,1,1,0,1,1
3702,All,All,1,0,1,0,0,0,0,0,0,0,0
14033,All,All,1,1,1,0,0,0,0,0,0,1,1
14052,All,All,1,0,1,0,0,0,0,0,0,1,1
14060,All,All,1,0,1,0,0,0,0,0,0,1,1
14067,All,All,1,0,1,0,0,0,0,0,0,0,0
14071,All,All,1,0,1,0,0,0,0,0,0,0,0
14083,All,All,1,0,1,0,0,0,0,0,0,1,1
5049,All,All,1,1,1,0,0,1,1,1,0,1,1
14111,All,All,1,0,0,0,0,0,0,0,0,0,0
14114,All,All,1,1,1,0,0,0,0,1,0,1,1
14118,All,All,1,1,1,0,0,0,0,0,0,1,1
5641,All,All,1,1,1,0,1,1,1,1,0,1,1
14236,All,All,1,0,1,0,0,0,0,0,0,0,0
14255,All,All,1,0,0,0,0,0,0,0,0,0,0
14273,All,All,1,1,1,0,0,0,0,0,0,1,1
14290,All,All,1,1,1,0,1,1,1,1,0,1,1
14418,All,All,1,0,1,0,0,0,0,0,0,0,0
14445,All,All,1,1,1,1,1,0,1,1,0,1,1
14507,All,All,1,1,1,1,1,0,1,1,0,1,1
14525,All,All,1,1,1,0,1,1,1,1,0,0,0
14555,All,All,1,1,1,0,0,0,0,0,0,0,0
14567,All,All,1,1,1,0,1,1,1,1,0,1,1
14611,All,All,1,1,1,1,1,0,1,1,0,0,0
14665,All,All,1,1,1,0,1,1,1,1,0,1,1
14689,All,All,1,1,1,1,1,0,1,1,0,0,0
14786,All,All,1,1,1,0,1,1,1,1,0,1,1
14789,All,All,1,0,1,0,0,0,0,0,0,1,1
14792,All,All,1,1,1,0,0,0,0,0,0,1,1
14867,All,All,1,1,1,0,1,1,1,1,0,1,1
14947,All,All,1,1,1,0,0,1,1,1,0,1,1
14956,All,All,1,1,1,0,0,0,0,0,0,0,0
15008,All,All,1,0,0,0,0,0,0,0,0,1,1
5905,All,All,1,0,1,0,0,0,0,0,0,0,0
15038,All,All,1,1,1,0,1,1,1,1,0,1,1
15048,All,All,1,1,1,1,1,0,1,1,0,0,0
15063,All,All,1,1,1,1,1,0,1,1,0,1,1
6161,All,All,1,1,1,0,0,1,1,1,0,1,1
15103,All,All,1,1,1,1,1,0,1,1,0,1,1
15128,All,All,1,0,1,0,0,0,0,0,0,0,0
15153,All,All,1,1,1,1,1,0,1,1,0,1,1
15160,All,All,1,1,1,1,1,0,1,1,0,1,1
15172,All,All,1,1,1,0,0,0,0,0,0,1,1
15175,All,All,1,1,1,0,0,0,0,0,0,0,0
15277,All,All,1,1,1,0,0,0,0,0,0,0,0
15353,All,All,1,0,1,0,0,0,0,0,0,1,1
15400,All,All,1,1,1,0,0,0,0,0,0,0,0
15418,All,All,1,1,1,0,0,0,0,0,0,0,0
15449,All,All,1,1,1,0,1,1,1,1,0,1,1
15459,All,All,1,1,1,0,1,1,1,1,0,1,1
15478,All,All,1,1,1,0,0,1,1,1,0,0,0
15481,All,All,1,0,0,0,0,0,0,0,0,1,1
15491,All,All,1,1,1,1,1,0,1,1,0,1,1
15504,All,All,1,0,1,0,0,0,0,0,0,1,1
15507,All,All,1,1,1,1,1,0,1,1,0,1,1
15687,All,All,1,1,1,0,1,1,1,1,0,1,1
15696,All,All,1,1,1,0,0,0,0,0,0,0,0
15717,All,All,1,1,1,0,1,1,1,1,0,0,0
15726,All,All,1,0,1,0,0,0,0,0,0,0,0
15737,All,All,1,1,1,1,1,0,1,1,0,0,0
15741,All,All,1,0,0,0,0,0,0,0,0,0,0
15749,All,All,1,1,1,0,1,1,1,1,0,1,1
15752,All,All,1,1,1,0,1,1,1,1,0,1,1
15755,All,All,1,1,1,0,1,1,1,1,0,1,1
15840,All,All,1,1,1,0,0,0,0,1,0,1,1
15869,All,All,1,0,0,0,0,0,0,0,0,0,0
15927,All,All,1,1,1,1,1,0,1,1,0,1,1
15946,All,All,1,1,1,0,1,1,1,1,0,1,1
15951,All,All,1,1,1,0,0,1,1,1,0,1,1
15981,All,All,1,1,1,0,0,0,0,0,0,0,0
16014,All,All,1,1,1,1,1,0,1,1,0,1,1
16023,All,All,1,1,1,0,0,0,0,0,0,1,1
6782,All,All,1,1,1,1,1,0,1,1,0,1,1
